problem;type;runupdate;mombi2;moead;nsgaii;spea2;
NormSystem_obj_5_conf_200_10_5_0.05_10_5000;0;1;0.3426852331247197;0.39456641046778745;0.3416978028049039;0.34359126518541466;
NormSystem_obj_5_conf_200_10_5_0.05_10_5000;3;1;0.1271451589255323;0.03415097437183668;0.09359694462050056;0.07525253257457303;
NormSystem_obj_5_conf_200_10_5_0.05_10_5000;0;1;0.3937704388528505;0.3810555275205371;0.3074959393868901;0.334002471268533;
NormSystem_obj_5_conf_200_10_5_0.05_10_5000;3;1;0.07197038500484466;0.04076262965207672;0.12429412515759712;0.07107469632928837;
NormSystem_obj_5_conf_200_10_5_0.05_10_5000;0;1;0.33608954409393266;0.37700985827408573;0.3301012364769096;0.3503339525005955;
NormSystem_obj_5_conf_200_10_5_0.05_10_5000;3;1;0.13617800038507213;0.04417583694027813;0.09735504370922525;0.07372916036624981;
NormSystem_obj_5_conf_200_10_5_0.05_10_5000;0;1;0.3861631023454518;0.38058100208584733;0.3087870133307222;0.34979545567962333;
NormSystem_obj_5_conf_200_10_5_0.05_10_5000;3;1;0.0685577135199596;0.04162950799427827;0.11629188287360817;0.0736249005019462;
NormSystem_obj_5_conf_200_10_5_0.05_10_5000;0;1;0.37415430580911124;0.3823269214546159;0.3537390106628001;0.3309998693307014;
NormSystem_obj_5_conf_200_10_5_0.05_10_5000;3;1;0.0849498926848913;0.03761749030473623;0.0902212487077649;0.08304794431264717;
NormSystem_obj_5_conf_200_10_5_0.05_10_5000;0;1;0.3629867139244127;0.375226486441248;0.2989520193836868;0.35262020837640345;
NormSystem_obj_5_conf_200_10_5_0.05_10_5000;3;1;0.11605220459226821;0.042393528640763886;0.11931006981983311;0.0738965400897405;
NormSystem_obj_5_conf_200_10_5_0.05_10_5000;0;1;0.36509781104059247;0.3810535200242392;0.3207852481594356;0.3559904113070956;
NormSystem_obj_5_conf_200_10_5_0.05_10_5000;3;1;0.10828433519105615;0.040814143610732156;0.11771926184174197;0.07066007402001506;
