problem;type;runupdate;mombi2;moead;nsgaii;spea2;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.8983587176624057;0.9063643784469044;0.8989115286927386;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.098481440506831;6.153748192943421;2.3978478891947606;5.7472645451118245;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.5961401160669404;0.07621652433536526;0.07116243458522363;0.07913075374663923;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.7410155287588334;0.9586547434098475;0.9970101694163382;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.145625770621978;5.8467556807497125;6.153597669641302;6.148119524744303;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.2154947669701583;0.2047574111023591;0.02849980736480905;0.0011391337987635645;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.64824440193758;0.7452996819713081;0.9854529365343426;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.127443983774127;5.643267929205853;0.1598607096170582;6.144810105663118;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;0.84146118676322;0.2840623962421695;0.18945176704787123;0.009052588924809576;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.8241377293644025;0.4819411337822444;0.9728080268812762;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;5.519932354589415;6.095573120194727;3.125602616209521;6.149285679788754;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.007845774087177;0.13788866883160694;0.40369280041468447;0.01810740900705632;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.835057982348389;0.9946750109231868;0.9862514637083359;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.1342297980269755;2.722736450390109;0.15988758590788343;4.3934333212908045;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.1156107856969955;0.15067394020033142;0.0025958132737970378;0.0076796360944494015;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.8996602567142586;0.7793364094292331;0.998034263865083;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.148869048479343;6.142464689425167;2.2112146123431895;6.154028607119952;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.2121357227603673;0.07504853766703784;0.1617625239559347;0.0008228985234776142;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.9036516972880728;0.9958703287133567;0.994691664625685;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.020056334652155;6.149069422432961;6.151029543939005;6.1539791415598835;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.7631953728298633;0.0717205902500459;0.001808055402378092;0.0027716439840500956;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.7971405618016931;0.897953408690045;0.9914904348658793;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;5.916027318356057;6.145713583463367;6.153507610733127;6.151574540952589;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.249115161590092;0.1614233470282761;0.07652906653617149;0.0049080973357759775;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.8698088564987774;0.9544304366917772;0.9984111549238964;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.135724373155647;0.15559427927978633;2.5893885763349545;6.152313767155157;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.2661121346518436;0.10005001843838375;0.02633713656868574;0.0005732091183344712;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.7752974333524492;0.9934588818966609;0.9986276481458629;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.138627248049026;4.125361735096938;6.152898202801536;2.831819646384191;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.379213423185767;0.21633840558246323;0.003460820890486487;0.00040569143223795204;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.9088266813929755;0.7956484370979673;0.9973735580974217;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.048431291179633;6.153777320065781;5.553585153989146;6.153547625839136;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.3941555535751844;0.06740139698330648;0.1469330955527476;0.0011708931074418873;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.9104941564404782;0.878194629867582;0.934195208109296;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.148468372036332;6.153781966175252;6.153692280424233;6.15344893783319;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.2303128467582432;0.06599720746962004;0.09319680879416407;0.04728561377476982;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.5248087952541637;0.9640576004932927;0.9853083933173069;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.1415055240194185;6.152229966458906;6.086452273964037;4.8214684893805;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.5422964859889403;0.390750379524904;0.018938231585726894;0.010126609152968374;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.8384787314943424;0.7498934676732634;0.998082883100583;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.150481073251173;6.138694781421411;2.5303020912387213;4.413362463882277;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.2589119727329043;0.1253099508655271;0.18594942654966856;0.0006328463424704103;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.832989833693266;0.9520218242640143;0.8788858101798638;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.151212069349155;6.135485408058785;0.3898915596170154;6.081612497537676;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;0.9412079089981976;0.1299590125652943;0.02966122977309072;0.08629722052159855;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.8634228241817331;0.7417363395626713;0.9846041509079486;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.105081383666266;6.153132643235236;4.558488365577092;6.153990346965564;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.2854663859576103;0.10557645950923931;0.19209698566105451;0.009618726034569378;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.832595234285715;0.9698616869533994;0.9807820284043626;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.150741327353757;6.153566781306155;6.064043437261166;6.138854343731711;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.1442421471204784;0.1315962998104732;0.014734785599919259;0.011127728737439313;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.863021876929023;0.6718927909317782;0.9872057623465831;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.150132276455771;6.153650376738253;4.236392187598225;6.152201496652839;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.415479856972664;0.10597386390031914;0.24740313760233035;0.007771749000234235;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.7581098615057157;0.8845749928879149;0.9918087079943787;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.150982465728855;6.1210067242044826;5.709847876296429;6.154010847332872;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.0395538362513925;0.19175043939002423;0.06221477950149165;0.004689292238590842;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.7174578389971034;0.98067573981325;0.9846078113727088;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.099876004098823;5.1578608611287935;6.153979191828978;6.153990357367332;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.4879944743957634;0.24630176260660508;0.01230658625725793;0.009616221506049192;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.7036495738112502;0.8669535773515136;0.9874935501998723;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.1355119839938395;6.153218159347301;3.6599270770423433;6.150086205700875;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.218736061637771;0.24018211915739093;0.09215574337826671;0.0076182924350849555;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.840191783722372;0.9507491080481553;0.9977375036556003;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;5.888378329065545;4.41864689788609;6.153894662678137;6.153868061384247;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.4770005934488921;0.13394340013714698;0.03435778861048557;0.0009791315606385354;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0.07899597224369555;0.8405635094934767;0.9327310870356825;0.9995141253218194;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;3.685579369505654;6.153149589796289;6.153844092260805;2.9580589865553493;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;0.7860301704830166;0.12483704510593747;0.04844173594709023;0.0001661930147821516;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.5779739096953127;0.9147983730012079;0.9594185666955855;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.149638749741695;6.028428300474153;6.086071121204983;6.146416168464137;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.6430733024375959;0.34483336105351653;0.05577855928083034;0.027305088104152192;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.7582170162027665;0.9686404865006752;0.9912498878941319;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.144069278193128;5.777084469784647;5.987389289392739;6.140920347091749;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.2679039584308205;0.1978109704362383;0.01800602106560505;0.0040899631074799445;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;0;1;0;0.9307796184524793;0.785304391075944;0.9268264860644462;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;0;6.150137730225177;5.645241847031714;2.17658323947638;6.080463090601887;
NormSystem_obj_2_conf_200_10_5_0.05_10_5000;3;1;1.413005358105586;0.06599061899179698;0.15775124155275047;0.049465052344896725;
